tag,title,author,publisher,pub_date,price,rating,rating_people,url
经济,美国创新简史,乔纳森·格鲁伯,中信出版集团,2021-4,69,7.6,302,https://book.douban.com/subject/35428196/
经济,活明白的学问,姚洋,中信出版社,2025-11,58.00元,8.1,55,https://book.douban.com/subject/38174570/
经济,增长、短缺与效率,[匈牙利]亚诺什•科尔奈、雅诺什·科尔奈,商务印书馆,2012-12-1,13.00元,8.9,52,https://book.douban.com/subject/24225150/
经济,突进与和谐的增长,亚诺什·科尔奈、雅诺什·科尔奈,张晓光、潘佐红、靳平、戴国庆、李振宁、黄卫平,经济科学出版社,1988,,10,https://book.douban.com/subject/1483603/
经济,反均衡,亚诺什·科尔内、雅诺什·科尔奈,中国社会科学出版社,1988-12,4.25元,,10,https://book.douban.com/subject/36912030/
经济,民主的经济理论,(美) 安东尼·唐斯 (Anthony Downs),上海人民出版社,2017-8-1,58,8.9,31,https://book.douban.com/subject/27089755/
经济,請問巴菲特與蒙格,華倫．巴菲特、查理．蒙格、艾力克斯．莫里斯(編),天下文化,2025-12,900,,12,https://book.douban.com/subject/37855612/
经济,中午吃什么,（美）泰勒·考恩（Tyler Cowen）,广西师范大学出版社,2025-9,78,6.5,158,https://book.douban.com/subject/37408601/
经济,中国城市大洗牌,黄汉城、史哲、林小琬,东方出版社,2020-1-1,59,7.1,1923,https://book.douban.com/subject/34887287/
经济,反杜林论,恩格斯、马克思,人民出版社,1999-12,23.00元,8.7,342,https://book.douban.com/subject/1267787/
经济,把脉：全球巨变与中国经济,高柏,生活·读书·新知三联书店,2025-10,89.00元,7.8,11,https://book.douban.com/subject/37532322/
经济,褚橙你也学不会,黄铁鹰,机械工业出版社,2015-4-1,39.00,7.1,436,https://book.douban.com/subject/26356045/
经济,金钱的社会意义,维维安娜·泽利泽、薇薇安娜·泽利泽,华东师范大学出版社,2021-8,65,7.9,282,https://book.douban.com/subject/35481494/
经济,炼金术士,尼尔•欧文 (Neil Irwin),中国人民大学出版社,2015-11-1,CNY 89.90,7.0,77,https://book.douban.com/subject/26653108/
经济,经济数据背后的财富密码,李迅雷,经济科学出版社,2017-6-28,68.00,7.6,132,https://book.douban.com/subject/27072556/
经济,新中介的崛起与房地产价值链的重构,巴曙松、杨现领,厦门大学出版社,2017-1,43,8.1,17,https://book.douban.com/subject/26947577/
经济,一本书读懂30部经济学经典（学术经典导读丛书）,郭泽德，宋义平，关佳佳,清华大学出版社,2023-3-1,68,7.9,118,https://book.douban.com/subject/36303222/
经济,比尔·米勒投资之道,[美] 珍妮特·洛 (Janet Lowe),机械工业出版社,2021-7,80.00,6.2,84,https://book.douban.com/subject/35494000/
经济,私人财富与股权纠纷（修订版）,薛京,电子工业出版社,2021-4,88.00元,,10,https://book.douban.com/subject/35426614/
经济,不確定的年代(The Age of Uncertainty ),約翰·加爾布雷斯、John K. Galbraith,時報文化,1994-5-21,NT$350,,10,https://book.douban.com/subject/3162259/
经济,知识考古学,(法)米歇尔·福柯,生活·读书·新知三联书店,2003-01,14.60,8.2,1327,https://book.douban.com/subject/1022187/
经济,在另一个赛场,,湖南大学出版社,2002-04-01,20.00元,,10,https://book.douban.com/subject/1609590/
经济,洞悉人性的投资者,[美] 伯纳德·M.巴鲁克（Bernard M. Baruch）,人民邮电出版社,2019-8,69.00元,7.3,41,https://book.douban.com/subject/34813949/
经济,价值投资实战手册,唐朝,中国经济出版社,2019-1,59.80,8.7,2674,https://book.douban.com/subject/30416923/
经济,战胜华尔街,[美] 彼得·林奇、[美] 约翰·罗瑟查尔德,机械工业出版社,2010-4-1,48.00元,8.3,1841,https://book.douban.com/subject/4772963/
经济,無印良品的改革,[日]渡边米英,重庆大学出版社,2014-3,38.00元,6.9,248,https://book.douban.com/subject/25833194/
经济,反脆弱,[美] 纳西姆·尼古拉斯·塔勒布,中信出版社,2020-6,79.00元,8.1,583,https://book.douban.com/subject/34978407/
经济,Reading Price Charts Bar by Bar,Al Brooks,Wiley,2009-5-4,USD 75.00,8.1,21,https://book.douban.com/subject/4469336/
经济,日本的迷失·前夜,(日) 西野智彦,中信出版社,2017-11-1,49,6.7,212,https://book.douban.com/subject/27120542/
经济,数字世界生存指南,肖蕾,红旗出版社,2025-10-1,68,7.3,38,https://book.douban.com/subject/37818816/
经济,女性与社会权力系统,欧阳洁,辽宁画报出版社,2000,19.80元,9.6,2313,https://book.douban.com/subject/4232613/
经济,决策与判断,[美] 斯科特·普劳斯,人民邮电出版社,2004-9,28.00元,8.5,3975,https://book.douban.com/subject/1193621/
经济,玩转技术指标：九种技术指标精讲,金铁,中国宇航出版社,2016-1-1,45.00元,,10,https://book.douban.com/subject/30677776/
经济,解读中国经济,林毅夫,北京大学出版社,2025-1,88,8.0,56,https://book.douban.com/subject/37146345/
经济,管理困境,［美］盖瑞•J. 米勒,格致出版社,2014-3-1,39,8.4,126,https://book.douban.com/subject/25873203/
经济,超级版图,帕拉格·康纳,中信出版社,2016-5,69,7.7,1490,https://book.douban.com/subject/26786410/
经济,江村经济,费孝通,费孝通,作家出版社,2020-7,9.1,174,https://book.douban.com/subject/35144612/
经济,将熟悉变为陌生,[英] 齐格蒙·鲍曼、[瑞士] 彼得·哈夫纳,南京大学出版社,2023-8-6,68.00元,8.7,7574,https://book.douban.com/subject/36409321/
经济,朱鎔基傳,[美] 龍安志,香港中和,2012-1,HK$128,7.9,574,https://book.douban.com/subject/10472587/
经济,全球供应链超级趋势,吴靖,中信出版集团,2024-11-1,88,8.0,70,https://book.douban.com/subject/37074801/
经济,中国企业如何定战略,迈克尔.波特、杰克.特劳特,邓德隆、陈奇峰,2005,65.00元,9.4,91,https://book.douban.com/subject/10758677/
经济,营销管理 (第16版),[美] 菲利普·科特勒、[美] 凯文·莱恩·凯勒、[美] 亚历山大·切尔内夫,中信出版集团,2022-9-5,158.00元,8.9,646,https://book.douban.com/subject/36082426/
经济,基业长青,[美] 詹姆斯·柯林斯、[美] 杰里·波勒斯,中信出版社,2006-9,39.00元,8.1,4898,https://book.douban.com/subject/1022936/
经济,Capital without Borders,Brooke Harrington,Harvard University Press,2016-9-12,USD 29.95,,10,https://book.douban.com/subject/26920024/
经济,Dead Companies Walking,Scott Fearon、Jesse Powell,Palgrave Macmillan Trade,2015-1-6,USD 27.00,,14,https://book.douban.com/subject/26382585/
经济,The Rise and Fall of Nations,Ruchir Sharma,W. W. Norton & Company,2016-6-7,USD 27.95,7.0,33,https://book.douban.com/subject/26809691/
经济,极简GDP史,[英] 黛安娜·科伊尔,浙江人民出版社,2017-4-1,45.90元,7.2,131,https://book.douban.com/subject/27021784/
经济,银发经济：从认知到行动的商业创新路径      李佳、王岳,李佳、王岳,机械工业出版社,2024-6-20,79.00,7.2,73,https://book.douban.com/subject/36976180/
经济,社会分层与流动,边燕杰、吴晓刚、李路路,中国人民大学出版社,2008-09-16,59.80元,9.1,96,https://book.douban.com/subject/3233254/
经济,制度转型与社会分层,李路路、边燕杰,中国人民大学出版社,2008-1-1,45.00元,8.4,22,https://book.douban.com/subject/3029207/
经济,打工女孩,[美]张彤禾著,上海译文出版社,2013-3,33.00元,7.5,7532,https://book.douban.com/subject/21370840/
经济,回归家庭?,[英]沙尼·奥加德,理想国|广西师范大学出版社,2021-9,68.00元,8.3,1338,https://book.douban.com/subject/35347054/
经济,中国国家治理的制度逻辑,周雪光,生活·读书·新知三联书店,2017-3-1,45.00元,9.3,12228,https://book.douban.com/subject/26901114/
经济,鲍尔货币金融学,[美] 劳伦斯·鲍尔,中国人民大学出版社,2012-2,79.80元,9.8,80,https://book.douban.com/subject/10484710/
经济,人力资本理论,加里·贝克尔,中信出版社,2007-11,48.00元,8.3,24,https://book.douban.com/subject/2310780/
经济,精神经济,李向民,李向民,新华出版社,23.80,,10,https://book.douban.com/subject/3457012/
经济,每个人的经济学,[英] 张夏准,广西师范大学出版社,2020-8,68.00元,8.5,991,https://book.douban.com/subject/35152152/
经济,对工作说不,[英] 大卫·弗雷恩,上海文艺出版社,2025-3,56元,8.6,1260,https://book.douban.com/subject/37194302/
经济,服务利润链,詹姆斯.赫克特,华夏出版社,2001-01,20.00元,8.2,14,https://book.douban.com/subject/1071801/
经济,货币幻觉,[美] 欧文·费雪,广西师范大学出版社,2022-4,59.00元,8.1,304,https://book.douban.com/subject/35773399/
经济,企业理论与中国企业改革,张维迎,北京大学出版社,1999-3,42.00元,8.8,31,https://book.douban.com/subject/1021183/
经济,灰犀牛,[美] 米歇尔·渥克 (Michele Wucker),中信出版社,2017-2-1,59,6.1,2439,https://book.douban.com/subject/26961851/
经济,黑天鹅,[美] 纳西姆·尼古拉斯·塔勒布,中信出版社,2008-5,39.00,7.7,9246,https://book.douban.com/subject/3025921/
经济,规划为什么会失败,兰德尔·奥图尔,上海三联书店,2016-10-1,CNY 48.00,7.6,69,https://book.douban.com/subject/26936622/
经济,资本的使命,[美] 杰德·艾默生,中信出版集团,2020-11,78.00元,,10,https://book.douban.com/subject/35246218/
经济,罗思柴尔德家族,江晓美,江晓美,2012-10,15.00元,,10,https://book.douban.com/subject/20266341/
经济,Microplastic Pollutants,Christopher Blair Crawford、Brian Quinn,Elsevier Science,2016-12-13,USD 99.95,,10,https://book.douban.com/subject/35309397/
经济,空间的生产,[法]亨利·列斐伏尔,商务印书馆,2022-3,118.00,9.3,287,https://book.douban.com/subject/35699235/
经济,关键时刻,新望,北京联合出版公司,2024-3,78.00元,,10,https://book.douban.com/subject/36751944/
经济,技术封建主义,[法] 塞德里克·迪朗,中国人民大学出版社,2024-7-1,69.00元,7.6,493,https://book.douban.com/subject/36895677/
经济,是银子总会花光的,李银,广东经济出版社,2023-8,69.00,7.8,53,https://book.douban.com/subject/36523692/
经济,郎咸平说：谁在谋杀中国经济,郎咸平,东方出版社,2009-06-01,32.00元,7.3,3311,https://book.douban.com/subject/3776679/
经济,白银帝国,徐瑾,中信出版社,2017-2-1,CNY 59.00,7.3,623,https://book.douban.com/subject/26969182/
经济,市場的預兆,Lawrence G. McDonald、James Patrick Robinson,Lawrence G. McDonald、James Patrick Robinson,商周出版,2024-8-3,,10,https://book.douban.com/subject/37097323/
经济,文明与世界秩序,[美] 弗雷德·雷因哈德·达尔迈尔,东方出版中心,2026-2,88.00元,,10,https://book.douban.com/subject/37647062/
经济,金钱游戏,张建军 编,地震出版社,2004-4,18.00元,8.7,664,https://book.douban.com/subject/1253945/
经济,食人资本主义,[美]南希·弗雷泽（Nancy Fraser）、南茜·弗雷泽,上海人民出版社,2023-4,58,8.1,258,https://book.douban.com/subject/36206271/
经济,扫地出门,[美]马修·德斯蒙德,广西师范大学出版社,2018-7,68.00,8.7,6083,https://book.douban.com/subject/27156017/
经济,制造中国,[美] 葛凯,北京大学出版社,2007,40.00元,7.7,355,https://book.douban.com/subject/2984021/
经济,大萧条与罗斯福新政,[美]埃里克·劳赫威,译林出版社,2018-3,32.00,7.7,324,https://book.douban.com/subject/27606760/
经济,跟大卫•哈维读《资本论》,[美] 大卫•哈维,上海译文出版社,2014-4,48,8.5,322,https://book.douban.com/subject/25839942/
经济,薛暮桥回忆录,薛暮桥,天津人民出版社,2006-1,33.00元,8.7,76,https://book.douban.com/subject/1734163/
经济,宏观经济学（第九版）,[美] N·格里高利·曼昆,中国人民大学出版社,2016-8-1,79.00元,9.5,529,https://book.douban.com/subject/26887927/
经济,技术封建主义,（希腊）雅尼斯·瓦鲁法基斯、雅尼斯•瓦鲁法克斯,蓝江,九月虺图书,2024-2,,10,https://book.douban.com/subject/37444916/
经济,政治经济学概论,徐禾,人民出版社,1973-11,1.15元,9.5,246,https://book.douban.com/subject/35008507/
经济,郎咸平说：中国经济的旧制度与新常态,郎咸平,东方出版社,2015-2,39.00元,8.1,317,https://book.douban.com/subject/26307131/
经济,当工作消失时,(美)威廉·朱利叶斯·威尔逊,上海人民出版社,2016-10-31,52.00,7.5,92,https://book.douban.com/subject/26874476/
经济,三万年货币简史,[美] 弗里德里克·考夫曼,张晚晴,浙江人民出版社,2026-2,,10,https://book.douban.com/subject/37889371/
经济,哲学、政治学与经济学导论,杰拉尔德•高斯、约翰•思拉舍,格致出版社,2025-8,102.00元,8.8,39,https://book.douban.com/subject/37507954/
经济,政治经济学批判,马克思、[德国] 卡尔·马克思,人民出版社,1976-4,0.51元,9.4,103,https://book.douban.com/subject/3415090/
经济,The Best Way to Rob a Bank Is to Own One,William K. Black,University of Texas Press,2005-04-01,USD 35.00,,10,https://book.douban.com/subject/4584863/
经济,污名陷阱,[美] 奥弗·沙龙,中信出版社,2025-9-15,79.00,6.8,372,https://book.douban.com/subject/37424243/
经济,毛泽东逝世后的中国,[法]夏尔·贝特兰、[加拿大]尼尔·伯顿,外文出版局《编译参考》编辑部,1979-6,0.50元,8.8,536,https://book.douban.com/subject/26430211/
经济,俗人的壮举：当我们“遭遇”工业革命,金木水,江苏凤凰文艺出版社,2025-3,58.00元,8.9,34,https://book.douban.com/subject/37275072/
经济,为什么不能多印点钱,[英] 英格兰银行、[英] 鲁帕尔·帕特尔、[英] 杰克·米宁,中国财政经济出版社,2025-4-1,89.90元,8.0,138,https://book.douban.com/subject/37292298/
经济,经济学的思维方式（修订第12版）,[美] 保罗·海恩、[美] 彼得 · 勃特克、[美] 大卫 · 普雷契特科,世界图书出版公司,2012-3,49.80元,8.8,1137,https://book.douban.com/subject/10510736/
经济,平台资本主义,尼克·斯尔尼塞克,广东人民出版社,2018-7-1,CNY 36.00,7.1,244,https://book.douban.com/subject/30272076/
经济,末日松茸,[美] 罗安清,华东师范大学出版社,2020-7,79.80,7.9,2339,https://book.douban.com/subject/35059450/
经济,第四世界,2009-8,,2009-8,30.00元,,10,https://book.douban.com/subject/3987888/
经济,虚拟城市建设原理与方法,刘晓艳,科学出版社,2003-1,32.00元,,10,https://book.douban.com/subject/1166838/
经济,19世纪大转型,[德]贡德·弗兰克 著、[美]罗伯特·A. 德内马克 编、安德烈·冈德·弗兰克,中信出版社,2019-7-1,68.00元,7.8,57,https://book.douban.com/subject/30200152/
经济,再造卓越,[美] 吉姆·柯林斯,中信出版社,2010-10,39.00元,7.4,235,https://book.douban.com/subject/5336012/
经济,不平等的童年,[美]安妮特·拉鲁,北京大学出版社,2018-6,79.00元,8.7,2331,https://book.douban.com/subject/27664289/
经济,矛盾的中国人,朵春生,中国建材工业出版社,1997-10-01,25.8 元,,,https://book.douban.com/subject/2334963/
经济,凯恩斯传,[英] 罗伯特·斯基德尔斯基,生活·读书·新知三联书店,2015-5,128.00元,8.5,193,https://book.douban.com/subject/26420911/
经济,蝴蝶效应,(美) 爱德华·梅利洛,中信出版社,2023-5,72,7.3,26,https://book.douban.com/subject/36371664/
经济,丝与茶,[英] 汉娜·霍达克斯,贺建涛、陈文希,社会科学文献出版社,2025-8,,10,https://book.douban.com/subject/37014949/
经济,新镀金时代,[英] 詹姆斯·克拉布特里,南海出版公司,2024-1,79,8.1,402,https://book.douban.com/subject/36580742/
经济,经济学原来很有趣：16位大师的精华课,王文君,清华大学出版社,2021-12-1,66.70元,7.1,42,https://book.douban.com/subject/35706036/
经济,盛世狼烟,戴旭,新华出版社,2009-3-1,48.00元,7.8,560,https://book.douban.com/subject/3642061/
经济,像查理·芒格一样投资,吕长顺、王圣雄,机械工业出版社,2021-8,79,5.6,24,https://book.douban.com/subject/35573586/
经济,饭圈纪实,马中红、唐乐水,华龄出版社,2026-3,58.00,5.1,394,https://book.douban.com/subject/38239072/
经济,重返马赛渔场,[法] 葛弗瑞,生活·读书·新知三联书店,2024-12,62.00元,7.3,45,https://book.douban.com/subject/36980091/
经济,1929,Andrew Ross Sorkin,Andrew Ross Sorkin,Random House Large Print,2025-11-4,,68,https://book.douban.com/subject/37558655/
经济,陶朱公,世界知识出版社,世界知识出版社,2011-12,26.00元,,11,https://book.douban.com/subject/10435651/
经济,世界政治中的战争与变革,[美] 罗伯特·吉尔平,上海人民出版社,2019-2,48.00元,8.9,138,https://book.douban.com/subject/30441532/
经济,美女与野兽,[美] 迈克尔·陶西格（Michael Taussig）,北京大学出版社,2026-1,62.00元,7.9,19,https://book.douban.com/subject/37281137/
经济,股票大作手操盘术,[美] 杰西·利弗莫尔,人民邮电出版社,2012-10,35.00元,8.4,1971,https://book.douban.com/subject/19952930/
经济,多难登临录,张五常,中信出版社,2009-11,32.00元,7.8,350,https://book.douban.com/subject/4126130/
经济,中国金融改革路线图,《径山报告》课题组,中信出版集团,2020-4-1,68.00元,8.1,42,https://book.douban.com/subject/33431965/
经济,新中国财政金融制度变迁事件解读,陈雨露(编),中国人民大学出版社,2013-1,78.00元,9.2,105,https://book.douban.com/subject/23779046/
经济,中国政府间财政关系再思考,楼继伟,中国财政经济出版社,2013,58.00元,8.6,133,https://book.douban.com/subject/25714556/
经济,金融改革协调推进论,盛松成、刘西,中信出版社,2015-4-1,45,8.2,28,https://book.douban.com/subject/26430215/
经济,读懂中国金融,黄益平、王勋,黄益平、王勋,人民日报出版社,2022-4,7.9,85,https://book.douban.com/subject/35928129/
经济,中国经济双重转型之路,厉以宁,厉以宁,中国人民大学出版社,2025-4,,,https://book.douban.com/subject/37382802/
经济,房地产周期,任泽平、夏磊、熊柴,人民出版社,2017-9-1,68,7.9,799,https://book.douban.com/subject/27142454/
经济,中国土地制度改革：难点、突破与政策组合,陶然、汪晖,商务印书馆,2013-11-12,40.00,7.2,27,https://book.douban.com/subject/25806322/
经济,现代经济学与中国经济改革（第二版）,钱颖一,中信出版社,2018-8,58.00元,8.4,67,https://book.douban.com/subject/30322084/
经济,令人惊艳的十年,[美] 珍妮特·耶伦、[美] 艾伦·布林德,法律出版社,2020-12-1,45.00元,7.6,131,https://book.douban.com/subject/25941373/
经济,经济运行的逻辑,高善文,中国人民大学出版社,2014-6,68.00元,7.5,32,https://book.douban.com/subject/25896829/
经济,中国经济增长十年展望2019-2028,刘世锦,中信出版社,2019-7,88,8.4,26,https://book.douban.com/subject/34448286/
经济,中国的奇迹,林毅夫、蔡昉、李周,格致出版社,2024-9,98.00元,,10,https://book.douban.com/subject/37083301/
经济,中国式MBO,郎咸平（等）,东方出版社,2006-12-01,39.00元,8.1,104,https://book.douban.com/subject/1964892/
经济,告别速度,林采宜,机械工业出版社,2015-5,49.00元,7.4,21,https://book.douban.com/subject/26388043/
经济,中国债务,姚余栋、金海年,姚余栋、金海年,2016-8-17,49,7.7,28,https://book.douban.com/subject/26863817/
经济,Factions and Finance in China,Victor C. Shih,Cambridge University Press,2007-12-3,USD 113.00,7.8,62,https://book.douban.com/subject/3338381/
经济,小镇喧嚣,吴毅,生活·读书·新知三联书店,2007-10,42.00元,9.1,1254,https://book.douban.com/subject/2280161/
经济,中國市場的邏輯,張維迎,木馬文化,2011-9-8,NT$320,,10,https://book.douban.com/subject/6967753/
经济,战略咨询,方少华,经济管理出版社,2008-9,39.00元,6.8,18,https://book.douban.com/subject/3343999/
经济,产权与中国变革,周其仁,北京大学出版社,2017-7,66.00,8.8,129,https://book.douban.com/subject/27089005/
经济,博弈与社会,张维迎,北京大学出版社,2013-1,49.00元,8.7,1608,https://book.douban.com/subject/21329758/
经济,博弈论与社会契约（第1卷）,[英] 肯·宾默尔,[英] 肯·宾默尔,王小卫、钱勇,格致出版社、上海人民出版社,,10,https://book.douban.com/subject/36887034/
经济,新政治经济学讲义,汪丁丁,上海人民出版社,2013-9,99.80元,8.7,260,https://book.douban.com/subject/24758859/
经济,禪流河東復河西,CHEN Jinhua 陳金華,CHEN Jinhua 陳金華,world scholastic,2023-4,,,https://book.douban.com/subject/36304708/
经济,信用的承诺与风险,[意] 弗兰切斯卡·特里维拉托,东方出版中心,2025-1,92,8.9,37,https://book.douban.com/subject/36831432/
经济,食品恐慌,保罗·罗伯茨,中信出版社,2008-11,42.00元,7.7,51,https://book.douban.com/subject/3264682/
经济,一把海贝,[英]托比·格林,社会科学文献出版社,2020-12,118.00元,8.6,169,https://book.douban.com/subject/35149225/
经济,伟大的中国经济转型,[美] 劳伦·勃兰特 编、[美] 托马斯·罗斯基 编、钱军,上海世纪出版股份有限公司,2016-1-1,98.00元,,11,https://book.douban.com/subject/26880574/
经济,中国重组,王世渝,中国民主法制出版社,2013-4,48.00元,8.3,218,https://book.douban.com/subject/23155640/
经济,中国金融制度的结构与变迁,张杰,中国人民大学出版社,2011-8,39.80元,8.8,16,https://book.douban.com/subject/6813832/
经济,中国式分权与地方政府行为,傅勇,复旦大学出版社,2010-9,25.00元,8.2,15,https://book.douban.com/subject/5322645/
经济,第一排,孙国峰,中国经济出版社,2012-1,68.00元,8.4,155,https://book.douban.com/subject/10345303/
经济,太阳之下无新事,余永定,中国社会科学出版社,2019-12,258.00元,9.0,128,https://book.douban.com/subject/35014202/
经济,透视中国政府统计数据,许宪春,社会科学文献出版社,2023-6,79.00,7.1,40,https://book.douban.com/subject/36433711/
经济,变革中的中国治理：2011-2021,[马来西亚]沈联涛、肖耿,上海三联书店,2023-10-1,78,7.1,53,https://book.douban.com/subject/36526500/
经济,见证失衡Ⅱ,余永定,电子工业出版社,2024-8,99,8.4,73,https://book.douban.com/subject/37016377/
经济,城投转型向何处去——基于财政可持续和国资国企高质量发展的视角,严亦斌  罗志恒 著,严亦斌  罗志恒 著,人民出版社,2024,,10,https://book.douban.com/subject/36975522/
经济,我们国家的道路,朴正熙,华夏出版社,1988-3,30.0,8.3,147,https://book.douban.com/subject/3435634/
经济,不安之书：致焦虑的年代,[美] 阿伦·瓦兹,深圳出版社,2026-3,69.00元,,10,https://book.douban.com/subject/37889264/
经济,市场与政府,张维迎,西北大学出版社,2014-11,65.00,8.1,264,https://book.douban.com/subject/26176688/
经济,生活方程式,诺曼·奥勒（Norman Ohler),社会科学文献出版社,2021-3,62,8.4,71,https://book.douban.com/subject/35341414/
经济,波士堂,高韵斐、章茜、杨晖,中信出版社,2008-9,39.00元,7.7,100,https://book.douban.com/subject/3178707/
经济,短线交易大师,奥利弗・瓦莱士、格雷格・卡普拉、张丹丹,地震出版社,2004-5-1,48.00元,7.8,462,https://book.douban.com/subject/1217868/
经济,大国经济学,陆铭、杨汝岱、徐现祥、范子英、罗知、陈钊、钟宁桦、奚锡灿、陈斌开、李辉文,上海人民出版社,2023-5-31,79,7.4,150,https://book.douban.com/subject/36207176/
经济,中国第一村,周怡,,周怡,牛津大学出版社,8.0,45,https://book.douban.com/subject/2568189/
经济,南街社会,刘倩,学林出版社,2004-8,28.00元,6.9,17,https://book.douban.com/subject/1177131/
经济,学做工,[英]保罗·威利斯,译林出版社,2022-2,78.00元,7.6,194,https://book.douban.com/subject/35724862/
经济,辉煌中的阴影,佘洪丰,警官教育出版社,1993-5,5.00,,10,https://book.douban.com/subject/4826443/
经济,奢侈与资本主义,[德] 桑巴特,上海人民出版社,2000-9,12.80元,7.9,102,https://book.douban.com/subject/1546344/
经济,经济政策的原则,瓦尔特·欧肯,中国社会科学出版社,2014-4-1,46,8.9,19,https://book.douban.com/subject/25959221/
经济,短线点金,徐文明,上海财经大学出版社,2008-2,26.00元,6.3,29,https://book.douban.com/subject/3028245/
经济,花店人必须知道的那些事儿,日本花卉流通促进协会,中国林业出版社,2018-6-1,58.00,8.3,19,https://book.douban.com/subject/30269792/
经济,战胜政策市,袁幼鸣,浙江大学出版社,2010.2,38.00元,7.8,97,https://book.douban.com/subject/4277150/
经济,资本主义的幸存,[法]亨利·列斐伏尔,上海社会科学院出版社,2024-1,68.00元,8.4,91,https://book.douban.com/subject/36527363/
经济,国际矿业风云,薄少川,人民日报出版社,2017-10-1,123.80元,8.8,54,https://book.douban.com/subject/30647705/
经济,投行之路.光明之路,离月上雪,离月上雪,人民文学出版社,73,8.4,157,https://book.douban.com/subject/35672131/
经济,投行之路.游戏规则,离月上雪,离月上雪,人民文学出版社,60,8.4,163,https://book.douban.com/subject/35672129/
经济,美国困局,强舸,强舸,中国人民大学出版社,2024-6,9.0,662,https://book.douban.com/subject/36946631/
经济,无地可依,[美] 克里斯蒂娜·J.沃利,生活·读书·新知三联书店,2024-1,68.00元,7.6,199,https://book.douban.com/subject/36463718/
经济,口述大寨史,孙丽萍,南方日报出版社,2008-4,80.00元,,10,https://book.douban.com/subject/3070036/
经济,金融幻象,海思,中国发展出版社,2010-3,39.80元,8.0,194,https://book.douban.com/subject/4319412/
经济,近世基层治理及制度变迁,龙登高、陈月圆、黄一彪,广西师范大学出版社,2024-7,98.00元,7.0,87,https://book.douban.com/subject/36949401/
经济,Staying Alive,Vandana Shiva,South End Press,2010-11-30,GBP 18.08,,10,https://book.douban.com/subject/5456107/
经济,Who Really Feeds the World?,Vandana Shiva,Vandana Shiva,North Atlantic Books,2016,,10,https://book.douban.com/subject/35099113/
经济,Oneness Vs. The 1%,Vandana Shiva、Kartikey Shiva,Chelsea Green Publishing,2020-8-31,CAD 26.34,,10,https://book.douban.com/subject/35271236/
经济,不消費的一年,[加]凱特‧弗蘭德斯,遠流,2022-12-29,NTD 370.00,,146,https://book.douban.com/subject/36292049/
经济,复杂社会的崩溃,[美] 约瑟夫•泰恩特、[美] 约瑟夫·泰恩特,海南出版社,2022-5,48.00元,8.0,34,https://book.douban.com/subject/35911676/
经济,义乌经验,胡宏伟,浙江文艺出版社,2025-1,78,8.7,37,https://book.douban.com/subject/37229974/
经济,80亿人口,[美]珍妮弗·D.朔巴,中信出版集团,2023-6,78,6.6,30,https://book.douban.com/subject/36402697/
经济,六十亿人口的警示:21世纪的人口增长与食品安全,雷辛格,中国农业出版社,2002年1月1日,15.00,,10,https://book.douban.com/subject/1123151/
经济,饥饿的盛世,张宏杰,湖南人民出版社,2012-10-1,39.80元,8.4,7760,https://book.douban.com/subject/11636077/
经济,策略思维,阿维纳什・K・迪克西特、巴里・J・奈尔伯夫,中国人民大学出版社,2003-7,39.00元,8.4,2389,https://book.douban.com/subject/1084435/
经济,21世纪商业情报分析,曾忠禄,中国经济出版社,2018-1,65.00元,,10,https://book.douban.com/subject/27595001/
经济,Quantitative Trading,Xin Guo、Tze Leung Lai、Howard Shek、Samuel Po-Shing Wong,CRC,2016-12-20,USD 99.95,,10,https://book.douban.com/subject/26907804/
经济,量化交易,Xin Guo、Tze Leung Lai、Howard Shek、Samuel Po-Shing Wong,高等教育出版社,2020-2-4,89.00元,5.8,18,https://book.douban.com/subject/34998827/
经济,货币金融学,弗雷德里克·S·米什金,中国人民大学出版社,2011-1,79.00元,9.1,1668,https://book.douban.com/subject/5939751/
经济,什么是金融,[美] 米希尔·德赛,中信出版集团,2021-1,88.00元,9.2,357,https://book.douban.com/subject/35290791/
经济,财务自由第一课,帅健翔,湖南文艺出版社,2021-3-1,52.00元,7.0,671,https://book.douban.com/subject/35381506/
经济,逆向投资,[美] 劳伦·C.邓普顿、[美] 斯科特·菲利普斯,中信出版集团,2022-4-30,69.00元,8.2,224,https://book.douban.com/subject/35871087/
经济,经济学通识课 中央党校原副校长王东京近30年教学笔记,王东京 著,中国财政经济出版社,2026-1,88.00元,,32,https://book.douban.com/subject/38031840/
经济,国富论（彩绘精读本）,[英] 亚当·斯密,浙江大学出版社,2016-10,42.00元,8.1,248,https://book.douban.com/subject/26874285/
经济,《投資導航 (上卷) 觀勢指標篇》,信報研究部,天窗出版社,2010-12-3,HK$168.00,,10,https://book.douban.com/subject/6311292/
经济,和约的经济后果,[英] 约翰·梅纳德·凯恩斯,商务印书馆,2022-8,38.00,8.8,13,https://book.douban.com/subject/36084846/
经济,资本的限度,[英] 大卫·哈维,中信出版社,2017-9,88.00元,8.5,223,https://book.douban.com/subject/26981868/
经济,马克思资本概念的逻辑结构,[德] 海尔穆特·莱希尔特,南京大学出版社,2026-1,75,8.7,24,https://book.douban.com/subject/37241716/
经济,经济学底层逻辑,王东京,中国财政经济出版社,2023-7,88,7.2,208,https://book.douban.com/subject/36456361/
